word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,char_freq_;,char_freq_(,char_freq_[,char_freq_!,char_freq_$,char_freq_#,capital_run_length_average,capital_run_length_longest,capital_run_length_total,spam
0.436,0,0,0,0.876,0.876,0,0,0,0.436,0,2.186,0,0,0,0,1.746,0,0.876,0,0.876,0,0,0.436,0,0,0,0,0,0,0,0,0,0,0,0.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948,0,0,5.12,110,182,1
0,0,0.141,0,0.291,0,0.141,0,0.601,0,0.291,0,0,0,0,0.911,0,1.521,0.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0.723,0.744,0.011,5.049,40,1123,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.256,2,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.841,0,1.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.281,0,0,0,0,0,0,0,1.281,0,0,0,0,0,0,1.549,0,0,3.223,14,58,0
0,0.122,0.542,0,0.262,0.122,0,0,0,0.262,0,1.372,0,0,0,0.122,0,0,1.932,0,0.962,0,0,0,0.122,1.102,0,0,0,0,0,0,0,0,0,0,0.542,0,0,0,0,0,0.122,0,0,0,0,0,0.067,0.017,0,0.017,0,0,5.687,78,594,0
0,0,0.461,0,0,0,0,0,0,0,0,0.461,0,0,0,0,0,0,3.701,0,0,0,0,0.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461,0,0,0,0,0.095,0,0.474,0,0,2.501,24,40,0
1.231,0.401,1.231,0,0,0,0,0,0,0,0,0.401,0,0,0,0.401,0,0.811,3.721,0,1.231,0,0,0.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401,0,0,0,0,0.059,0,0.472,0.54,0,3.157,15,110,1
0,0,0,0,0,1.213,0,0,0,0,0,0,0,0,0,0,0,0,1.213,0,1.213,2.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.213,0,0,0,0,0,0,1.63,0,0.468,2.594,33,129,1
0,0,0,0,1.895,0.275,0,0,0,0,0,0.815,0,0,0,0.275,0,0,3.515,0,2.705,0,0,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.096,0,1.395,13,91,1
0,0,0,0,0,0,0,0,0.517,0.517,0,2.077,0,0,0,0,0,0,4.157,0,4.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0.364,0.07,0.07,2.337,25,101,1
0.664,0,0.264,0,0.264,0,0.134,0,0.664,0.264,0,0,0.794,0.134,0,0,0,0,3.984,0,0.534,0,0,1.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0,0,0.113,0,0.418,0.025,0,5.959,67,669,1
0,0,0,0,0,0,2.213,2.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658,0,0,0.658,0,4.564,22,61,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007,1,3,0
0,0,0,0,0.509,0,0,0,0,0,0,3.089,0,1.029,0,0,0.509,0,0,0,0,0,0,0,1.029,0.509,0,0,0,0.509,0,0,2.059,0,0,0,0,0,0,0,0,0,0,2.569,0,0,0,0,0,0,0,0,0,0,1.585,6,91,0
1.004,0,0.334,0,0.664,0.664,0,0,0,0,0,0.334,0.664,0,0,0.664,0.664,0,2.334,0,0.334,0,1.664,0.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0.124,0.545,0,5.432,23,306,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.003,1,5,0
0,0,0,0,0,0,0,0,0,0,0,1.283,0,0,0,0,0,0,1.933,0,2.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,0,0,0.098,0.098,0,0,0,0.993,1,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.009,1,3,0
0.493,0.323,0.463,0,0.053,0.163,0.053,0.243,0.463,0.793,0.273,1.013,0.603,1.233,0,0.213,0.383,0,3.303,0,1.503,0,1.093,0.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0.067,0,0.325,0.629,0.168,6.899,195,3271,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864,0.144,0,0,0,4.485,34,149,0
0,0,0,0,0,0,0,0,0,0,0,1.309,0,0,0,0,0,0,1.309,0,0,0,0,0,2.629,2.629,2.629,1.309,1.309,1.309,1.309,1.309,0,1.309,1.309,1.309,1.309,0,1.309,1.309,0,0,1.309,0,2.629,0,0,0,0,0.406,0.202,0,0,0,2.15,11,70,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223,0,0,0.998,1,4,0
0,0,1.195,0,0,0,0,0,0,0,0,1.195,0,0,0,0,0,0,6.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.395,0,1.195,0,0,0,1.195,1.195,0,0,0.192,0,0,7.702,0,0,3.395,12,48,0
0,0,0,0,0,0,0,0,0,1.359,0,0,0,0,1.359,0,0,0,0,0,0,0,0,0,1.359,1.359,0,0,0,0,0,0,1.359,0,0,0,1.359,0,0,0,0,0,1.359,0,0,0,0,0,0,0.403,0.201,0,0,0,3.532,16,52,0
0,0,0,0,1.537,0,0,0.507,0,0.507,0,0.507,0.507,0,0,0.507,0,0,1.537,0,1.027,0,0,0,0.507,0.507,1.537,0.507,0,0.507,0,0,0,0,0.507,0,0.507,0,0,0,0.507,0,0,0,0,0.507,0,0,0,0.155,0,0.076,0,0,1.708,14,76,0
0,0,1.546,0,0,0.766,0,0.376,0,0,0.376,1.156,0,0,0,0.376,0,1.156,1.926,0,0.376,0,1.156,0.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0.597,0.116,0,2.662,20,158,1
0,0,0.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665,0,0,0,0,0,2.005,2.665,0,0.665,0,0,0,0,0,0,0.665,0,1.335,0,0.665,0,0,0,0.665,0,0,0,0,0,0,0.109,0.214,0.109,0,0,2.157,20,130,0
0,0,1.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.484,0,2.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.484,0,0,0,0,0,0,1.063,0,0,0.994,1,10,0
0,0,0,0,0,0,0,0.672,0,0,0,1.352,0,0,0,0.672,0,0,4.052,0,2.022,0,0,0,0.672,0,0,0,0,0,0,0,0,0,0.672,0,0,0,0,0,0,0,0,0,0.672,0,0,0,0,0.388,0,0,0,0,3.272,20,122,0
0,0,1.005,0,0,0.255,0,0.255,0,0,0,1.505,0.255,0,0,0.255,0.505,0,2.505,0,1.505,0,0,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0.208,0,2.871,37,132,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.172,3,17,0
0,0,0.379,0,1.149,0,0,0,0,0.769,0,0.379,0,0,0,0.379,0.769,0,2.699,0,1.149,0,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.149,0,0,0,0,0.06,0,0.984,0.183,0,3.922,78,255,1
0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532,0,0.207,0,0,1.33,9,62,0
0,0,0,0,0,0,0,0,0,0,0,3.026,0,0,0,0,0,0,3.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469,0,0,1.683,5,25,0
0,0,0.903,0,0,0,0,0,0,0,0,0,1.363,0,0,0,0,0,3.633,0,0.903,0,0,0.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453,0.453,0,0,0,0.158,0,0.08,0,0,1.548,17,70,0
0,0,0,0,0,0.56,0,0,0,0.27,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,4.57,0,0.27,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0.84,0,0.84,0,0,0,0.134,0.182,0.086,0,0,0,2.296,14,198,0
0.071,0,0.151,0,0.571,0.071,0,0,0.071,0,0,2.231,0.071,0.151,0,0,0.071,0,0.981,0,0.731,0,0.071,0,0.731,0.651,0,0,0.811,0.981,0,0,0,0,0,0.071,0.071,0,0.151,0,0,0.231,0,0,0.071,0,0,0.071,0.071,0.002,0,0,0,0,2.091,55,495,0
0,0,0,0,0,0,0,0,0,0,0,5.11,0,0,0,0,0,0,2.55,0,0,0,0,0,0,0,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,5.11,0,0,0,0,0,0,0,0.49,0,0,0,0,2.256,7,29,0
0,0,0.401,0,0.401,0.201,0,0,0,1.011,0.201,0.401,0,0,0,0.201,0.401,0.201,0.801,0,0.401,0,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,0,0,0,0,0,0,0,0,0.031,0,0,0.303,0,1.728,12,191,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.001,1,3,0
0,0,0.079,0,0,0.169,0,0,0,0,0,0.169,0,0,0,0.079,0,0.079,0.169,0,0.249,0,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0,0,0,0.079,0,0,0,0,0.589,0,0,0,0.074,0,0.011,0.011,0,2.056,69,604,0
0,0,0,0,0,0,0,0,0,0,0,0,2.577,0,0,0,0,0,2.577,0,1.717,0,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0,3.848,0,0,13.263,68,197,1
0,0,0.977,0,0,0,0,0,0,1.947,0,0.977,0,0,0,0,0,0.977,5.827,0,0.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,2.194,18,74,0
0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,1.34,0,0,2.67,0,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.336,0,0,2.21,16,49,1
0,0,1.336,0,0,0,0,0,0,1.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.336,1.336,0,2.666,0,0,0,0,0,0,0,1.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419,0,0,0,0,4.366,49,112,0
0,0,0.214,7.064,0,0,0,0.444,0,0,0,0,0,0,0,0.444,0,0,0.214,0,0.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0,0,0,0,0,0,0,0,0.214,0,0,0,0.147,0.086,0,0,0,0.024,2.464,24,422,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0,0,1.997,7,26,0
0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0.182,0,0,0.182,0,3.545,21,78,1
0.084,0.084,0.764,0,0.854,1.024,0.254,0.174,0.594,0.084,0.174,0.594,0.174,0,2.214,0.254,0.084,0.934,1.614,0.174,0.424,0,0.854,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0.174,0.084,0.084,0.084,0,0,0,0.069,0,0.407,0.121,0.017,7.488,671,1409,1
0,0.45,0,0,0.91,0,1.36,0,0,0,0,0.45,0,0,0,1.82,0.45,0,2.73,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0,0,1.68,17,158,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.685,0,0.345,0,0,0,5.865,2.755,1.375,0.685,0.685,0.685,0.685,0.685,0,0.685,0.685,0.685,0.685,0,0.345,0.685,0,0,0.685,0,0.685,0,0,0,0.115,0.281,0.115,0.06,0.06,0,2.875,18,247,0
0,0,0,0,0,0,1.956,0,0,0,0,0.976,0,0,0,0,0.976,1.956,2.936,0,0.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0.485,0,0.322,0,0,2.296,10,44,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.008,21,24,0
0,0,0,0,0,0,0,0,0,0,0,5.882,0.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652,0,0,0,0,0.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.213,9,116,0
0,2.433,0,0,1.213,0,0.603,0,0.603,0,0,0,0,0,0,0,0,2.433,1.823,0,1.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.034,72,130,1
0.096,0,0.576,0,0,0.096,0,0,0,0,0.096,1.336,0.196,0,0,0.096,0.386,0.286,0.386,0,0.196,0,0,0,4.376,0.576,0.196,0.286,0.196,0.096,0.096,0.096,0,0.096,0.286,0.096,0.196,0,0,0.196,0,0.286,0.096,0,0.286,0,0,0.196,0.216,0.058,0.019,0,0,0,2.737,37,888,0
0.396,0,0.396,0,0.596,0,0,0,0,0,0,0.196,0,0,0,0,0,0.196,0.596,0,0.196,0,0,0,1.396,0,0,0.396,0,0,0,0,0.596,0,0.396,0,0.196,0,0,0,0,0,0,0,0.396,0.196,0,0,0,0.197,0,0,0,0,2.572,37,352,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.265,0,0,0,0,0,2.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047,2,18,0
0,0,0,0,0.51,0,0.25,0.51,0,0.25,0.25,0.51,0,0,0,0.25,1.55,0.25,1.81,2.07,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0,0.803,0.026,0.137,2.135,33,334,1
0,0,0,0,1.285,0,0,0,0,2.565,0,0.645,0,0,0,0,0,0,1.925,0,0.645,0,0,0,0.645,0.645,0,0,0,1.925,0,0,0,0,0,0,0.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.541,8,66,0
0,0,0.904,0,0,0,0,0,0,0,0,0.904,0.904,0,0,0,0,0,5.494,0,0.904,0,0,1.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904,0.904,0,0,0,0,0,0.124,0,0,2.451,44,83,0
0,0,0,0,0,0,0,0,0,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,0,0,0,0,0,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,4.028,27,132,0
0,0,0,0,0,0,0,0,0,0,0,1.223,0,0,0,0,0,0,3.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.223,0,0,1.223,0,0,0,0,0.397,0,0,0,0,1.18,4,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,1,4,0
0.123,0.393,0,0,0,0,0,0,0,0.523,0,0,0,0,0,0,0.123,0,0.793,0,0.523,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,1.193,0,0,0,0,0,0,0,0,0.523,0,0.123,0,0.243,0,0.007,0.42,0.037,5.466,139,1534,0
0.085,0,0.165,0,0,0.085,0,0.085,0.735,0,0,0.245,0,0,0,0,0,0,0.325,0,0.165,0,0,0,0.495,0.575,0.085,0,0,0,0,0,0.575,0,0,0,0.165,0,0,0,0,0,0,0,0,0,0,0,0.131,0.177,0.062,0,0.027,0,3.217,47,668,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.328,0,0,0,0,0.626,0,0,0,0,1.498,5,14,0
0.096,0.096,0.026,0,0.066,0.026,0,0.026,0,0.096,0,0.526,0,0,0,0.166,0.026,0,0.806,0.026,1.346,0,0.096,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0.026,0,0,0.067,0,0.009,0.061,0,2.106,44,3218,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.316,1.156,0,0,0,0,0.387,0,0,0,0,1.38,4,16,0
0.519,0.519,0,0,0,0,0.519,0,0,0.519,0,0,0,0,0.519,2.079,0,2.079,1.039,0,1.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,0.076,0,0,2.685,21,95,1
0.302,0,1.232,0,1.542,0.922,0.612,0.922,0.302,0.302,0,0.302,0,0,0,0,0.302,0,2.472,0.922,0.922,0,1.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0,0,0,0,0.047,0,0.73,0.184,0,4.341,61,244,1
0.091,0,0.541,0,0,0.091,0,0,0.091,0,0,0.091,0.091,0,0,0.091,0,0,0.091,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0.018,0,0.035,0,0,1.43,47,306,0
0,0,0,0,0,0,0,0,0,0,0,4.348,0,0,0,0,0.628,0,0,0,0.628,0,0,0,3.108,0,0,0,0,0.628,0,0,0,0,0,0.628,0,0,0.628,0,0,0,0,0,0.628,0,0,0,0,0.174,0,0.341,0,0,4.263,38,204,0
0.145,0.145,0.305,0,0.145,0,0.455,0,0,0,0.615,0.615,0.145,0,0,0.305,0.145,0.925,2.625,0,2.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0.118,0,0,6.263,194,606,1
0,0.269,0.269,0,0.269,0,0,0.269,0,0,0.269,1.079,0,0,0,0,0.539,0,1.079,0,1.079,0,0,0,1.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.046,0,1.573,8,198,0
0,0,0,0,1.373,0,0,0,0,0,0,4.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.933,0,0,0,0,0,0,0,0,0,0,0,0,6.933,0,0,0,0,0,0,0,0.231,0,0,0,0,1.571,4,26,0
0,0,0,0,0,0,0,0,0,0,0,3.573,0,0,0,0,0,0,0,0,0,0,0,0,1.783,1.783,0,0,0,0,1.783,0,0,0,0,0,0,0,0,0,0,0,0,3.573,0,0,0,0,0,0,0,0,0,0.31,2.23,15,50,0
0,0,0.938,0,0,0,0,0,0,0,0,0.938,0,0,0,0,0,0,1.888,0,0.938,0,0,0,1.418,0.938,0,0,0,0.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.238,12,111,0
0.996,0,1.996,0,0,0,0,0,0,0,0,0.996,0,0,0,0,0,0,4.996,0,0.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,0,0.166,0,0,1.688,4,20,0
0,0,1.166,0,1.166,0,0,0,0,0,0,1.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,0,0,0,0,0,1.166,0,0.374,0,0.19,0,0,2.839,14,54,0
0.269,0.269,0.549,0,0.269,0.269,0,1.369,0.269,0.819,0.269,0.549,0,0,0,0,1.369,0.549,1.649,2.199,3.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0,0,0,0,0,0,0,0,0,0.278,0,1.022,0.092,0,3.62,63,344,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.514,4.754,4.754,4.754,4.754,4.754,4.754,4.754,0,4.754,4.754,4.754,0,0,0,4.754,0,0,0,0,0,0,0,0,0,1.251,0,0,0,0,3.327,8,27,0
0,0,0,0,0,0,0,0,0,0,0,3.741,0,0,0,0,0,0,0,0,0,0,0,0,1.241,1.241,0,1.241,0,0,0,0,0,0,0,0,0,0,1.241,0,0,0,0,0,0,0,0,0,0,0.215,0,0,0,0,2.37,13,64,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.058,3.028,3.028,3.028,3.028,3.028,3.028,3.028,0,3.028,3.028,3.028,0,0,0,3.028,0,0,0,0,0,0,0,0,0,0.898,0,0,0,0,2.748,10,32,0
0,0,0,0,0,0,0,0,0,0,0,0.459,0.459,0,0,0,0,0,1.379,0,0.459,0,0,0,0.459,0,0,0,0,0,0,0,0,0,0,0,0.919,0,1.379,0,0.919,0.459,1.379,0,1.379,0.919,0,0,0.148,0.073,0.148,0,0,0,1.759,12,132,0
0,0.236,0,0,0.236,0.476,0,0.476,0,0.956,2.616,1.666,0,2.616,0,0,0,0,3.806,0,0.956,0,0.236,0,0.716,0,0,0,0,0,0,0,0,0,0,0,0.956,0,0,0,0,0.236,0,0,0.476,0,0,0,0,0.127,0.046,0,0.046,0,3.786,58,192,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.567,0,0,0,0,0,0,0,0,7.697,0,0,0,0.402,0,0,0,0,3.007,21,42,0
1.18,0.58,0,0,0.58,0,0,0.58,0,0,0,0,0.58,0,0,0,0,0.58,3.56,0,6.53,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0,0,1.427,6,156,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.043,0,0,1.023,1.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0,0.177,0,0,1.79,7,61,1
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,0,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,1.611,10,29,0
0,0.628,0.628,0,0.318,0,0,0,0,0,0,0.628,0,0,0,0.318,0,1.258,2.518,0,1.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318,0,0,0,0,0.059,0,0.785,0,0,3.398,65,282,1
1.996,0,0,0,0,0,0,0,0,0,1.996,1.996,0,0,0,0,0,0,1.996,0,7.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.884,27,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,1,4,0
0.217,0.217,0.427,0,0.427,0.217,0,0.427,0.427,0.217,0,0.647,0,0,0,0.857,1.077,0,4.077,1.077,1.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0,0.439,0.187,0.079,4.398,39,306,1
0,0,1.07,0,3.22,0,0,0,0,0,0,0,0,1.07,0,1.07,0,0,2.15,0,2.15,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,2.395,0.598,0.998,82.25,295,329,1
0.441,0,0,0,0.891,0,0,0,0,0.441,0,1.331,0,0,0,0.441,0,0,4.461,0,1.781,0,0,0.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,0,0,0,0,0,0,1.084,0.145,0.073,2.429,29,154,1
0.629,0.629,0,0,0,1.869,0,0,0,0,0,0.629,0.629,0,0,0,0,0.629,2.489,0,1.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0,2.304,0.227,0,5.175,33,160,1
0,0,0.238,0,0.238,0,0,0,0,0,0,0.718,0,0,0,0.478,0.478,0,1.438,0.238,0.478,0,0,0,1.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.821,142,463,0
